PC1,PC2,species
0.9279016383549454,0.03222607789115451,versicolor
0.01142618873698112,-1.0340182751294411,versicolor
-0.11019628000062755,-2.654072818536564,versicolor
0.44069344898307855,-0.06329518843800155,versicolor
0.5621083064431798,-1.7647243806169444,versicolor
0.7195618886754968,-0.18622460583150566,versicolor
-0.03335470317877172,-0.4390032099816248,versicolor
0.8754071908577373,0.5090639567734092,versicolor
0.35025166799508306,-0.19631173455144452,versicolor
0.1588100475479719,-0.7920957424327212,versicolor
1.2250936335624323,-1.622243803091501,versicolor
0.16491789938632806,-1.3026092302957726,versicolor
0.7376826487712582,0.39657156196023846,versicolor
0.4762871909409717,-0.4173202812135506,versicolor
1.2341780976571495,-0.933325728799278,versicolor
0.6328581997098222,-0.41638772088909926,versicolor
0.7026611831361824,-0.06341181972479956,versicolor
0.8742736538812902,0.2507933929006127,versicolor
1.2565091165418834,-0.07725601969586825,versicolor
1.3584051214406316,0.33131168179089854,versicolor
0.664800367225395,-0.22592785469484364,versicolor
-0.040258610900594724,-1.0587185465539084,versicolor
0.13079517549786152,-1.5622718342099673,versicolor
0.02345268897055175,-1.5724755942167041,versicolor
0.2415382729545115,-0.7772563825848415,versicolor
1.0610946088426143,-0.633843244734947,versicolor
0.22397877351238013,-0.28777351204320295,versicolor
0.4291391155161605,0.8455822409050783,versicolor
1.0487280512090873,0.5220517968629431,versicolor
1.0445313843962798,-1.382988719190781,versicolor
0.06958832111642332,-0.21950333464771532,versicolor
0.2834772382875762,-1.3293246390695763,versicolor
0.27907777605546163,-1.1200285237424037,versicolor
0.6245697914985716,0.02492302925401269,versicolor
0.3365303701314364,-0.9884040176703599,versicolor
-0.362183384619382,-2.0192378732386116,versicolor
0.288586238823158,-0.8557303199870665,versicolor
0.09136065565450571,-0.18119212582577546,versicolor
0.22771686553470044,-0.3849200809873539,versicolor
0.5763882886534788,-0.15487359721655847,versicolor
-0.4476670190286105,-1.5437920343977563,versicolor
0.25673058888758515,-0.5988517961556694,versicolor
1.8445688677230287,0.8704213123248224,virginica
1.15788161320578,-0.6988698623306908,virginica
2.2052667910753776,0.5620104770083559,virginica
1.4401506638275394,-0.046987588105806666,virginica
1.8678122203305374,0.29504482445701957,virginica
2.751873335666276,0.8004092010275428,virginica
0.36701768786072547,-1.5615028914765066,virginica
2.302439444625197,0.42006557964277713,virginica
2.0066864676766056,-0.7114386535471584,virginica
2.259777349012499,1.9210103764598865,virginica
1.3641754921860079,0.6927564544903869,virginica
1.6026786704779306,-0.4217004497726171,virginica
1.8839007017032423,0.41924965060512376,virginica
1.2601150991975083,-1.162260421406464,virginica
1.4676452010173242,-0.4422715873770832,virginica
1.5900773176145655,0.6762448057233198,virginica
1.471431461133318,0.2556218244714706,virginica
2.4263289873156997,2.5566612507954924,virginica
3.3106955839338874,0.017780949320627924,virginica
1.263766673639829,-1.7067453803762673,virginica
2.037716301469404,0.9104674096183109,virginica
0.9779807342494221,-0.5717643248129926,virginica
2.897651490734168,0.41364105959564856,virginica
1.3332321759732089,-0.48181121864942916,virginica
1.7007338974912165,1.0139218673227914,virginica
1.9543267058530702,1.0077775961534527,virginica
1.1751036315549326,-0.31639447230979106,virginica
1.020950550695791,0.06434602923956165,virginica
1.788349920179666,-0.1873612145908289,virginica
1.8636475533282606,0.5622907258861453,virginica
2.435953727922703,0.259284433144281,virginica
2.304927721831763,2.6263234682323793,virginica
1.8627032197949558,-0.17854949462549055,virginica
1.1141477406864748,-0.29292262333573127,virginica
1.202473301678391,-0.8113152708396686,virginica
2.7987704475781072,0.8568033294971061,virginica
1.576255910194754,1.068581107320807,virginica
1.3462921036270616,0.42243061085250827,virginica
0.9248249165424194,0.017223100452283875,virginica
1.8520450517676696,0.6761281744365217,virginica
2.0148104299548755,0.6138856369235749,virginica
1.901784090262189,0.6895754942430028,virginica
1.15788161320578,-0.6988698623306908,virginica
2.040558228052092,0.8675206009552283,virginica
1.9981470959523757,1.0491687471841447,virginica
1.8705032929564105,0.38696608166572566,virginica
1.5645804830303285,-0.896686808896526,virginica
1.521170499627838,0.2690691442779517,virginica
1.3727877895140725,1.0112544185267922,virginica
0.9606560300371279,-0.024331668169399787,virginica
